Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,404,Kenya,5412,Yield,1316,"Mangoes, guavas and mangosteens",2021,2021,kg/ha,12847.5,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1316,"Mangoes, guavas and mangosteens",2022,2022,ha,66234,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1316,"Mangoes, guavas and mangosteens",2022,2022,kg/ha,11449.8,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1316,"Mangoes, guavas and mangosteens",2023,2023,ha,67487,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1316,"Mangoes, guavas and mangosteens",2023,2023,kg/ha,11679.8,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1316,"Mangoes, guavas and mangosteens",2024,2024,ha,76490,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1316,"Mangoes, guavas and mangosteens",2024,2024,kg/ha,10236,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,118,Millet,2020,2020,ha,118411,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,118,Millet,2020,2020,kg/ha,1292.1,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,118,Millet,2021,2021,ha,126002,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,118,Millet,2021,2021,kg/ha,469.7,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,118,Millet,2022,2022,ha,108436,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,118,Millet,2022,2022,kg/ha,548.3,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,118,Millet,2023,2023,ha,129924,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,118,Millet,2023,2023,kg/ha,667.8,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,118,Millet,2024,2024,ha,112093,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,118,Millet,2024,2024,kg/ha,586.7,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1653,"Nutmeg, mace, cardamoms, raw",2020,2020,ha,93,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1653,"Nutmeg, mace, cardamoms, raw",2020,2020,kg/ha,643.7,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1653,"Nutmeg, mace, cardamoms, raw",2021,2021,ha,92,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1653,"Nutmeg, mace, cardamoms, raw",2021,2021,kg/ha,650.4,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1653,"Nutmeg, mace, cardamoms, raw",2022,2022,ha,90,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1653,"Nutmeg, mace, cardamoms, raw",2022,2022,kg/ha,679.2,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1653,"Nutmeg, mace, cardamoms, raw",2023,2023,ha,89,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1653,"Nutmeg, mace, cardamoms, raw",2023,2023,kg/ha,688.1,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1653,"Nutmeg, mace, cardamoms, raw",2024,2024,ha,89,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1653,"Nutmeg, mace, cardamoms, raw",2024,2024,kg/ha,685.9,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,117,Oats,2020,2020,ha,3720,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,117,Oats,2020,2020,kg/ha,983.5,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,117,Oats,2021,2021,ha,3698,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,117,Oats,2021,2021,kg/ha,992.1,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,117,Oats,2022,2022,ha,3667,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,117,Oats,2022,2022,kg/ha,1001.4,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,117,Oats,2023,2023,ha,3657,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,117,Oats,2023,2023,kg/ha,1003.5,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,117,Oats,2024,2024,ha,3647,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,117,Oats,2024,2024,kg/ha,1005.7,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1239.01,Okra,2020,2020,ha,1774,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1239.01,Okra,2020,2020,kg/ha,8513.5,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1239.01,Okra,2021,2021,ha,1423,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1239.01,Okra,2021,2021,kg/ha,13115.1,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1239.01,Okra,2022,2022,ha,1560,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1239.01,Okra,2022,2022,kg/ha,10584.6,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1239.01,Okra,2023,2023,ha,1453,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1239.01,Okra,2023,2023,kg/ha,16241.6,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1239.01,Okra,2024,2024,ha,1447,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1239.01,Okra,2024,2024,kg/ha,15277.1,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,2020,ha,11011,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,2020,kg/ha,17888.5,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1253.02,"Onions and shallots, dry (excluding dehydrated)",2021,2021,ha,11897,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2021,2021,kg/ha,13783.1,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1253.02,"Onions and shallots, dry (excluding dehydrated)",2022,2022,ha,10653,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2022,2022,kg/ha,14869.1,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,2023,ha,11100,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2023,2023,kg/ha,15325.5,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1253.02,"Onions and shallots, dry (excluding dehydrated)",2024,2024,ha,11881,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2024,2024,kg/ha,15726.9,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1323,Oranges,2020,2020,ha,12604,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1323,Oranges,2020,2020,kg/ha,11539.7,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1323,Oranges,2021,2021,ha,12021,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1323,Oranges,2021,2021,kg/ha,10054.5,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1323,Oranges,2022,2022,ha,12097,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1323,Oranges,2022,2022,kg/ha,10773,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1323,Oranges,2023,2023,ha,14362,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1323,Oranges,2023,2023,kg/ha,11862.3,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1323,Oranges,2024,2024,ha,14003,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1323,Oranges,2024,2024,kg/ha,9375.3,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1241.9,"Other beans, green",2020,2020,ha,4158,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1241.9,"Other beans, green",2020,2020,kg/ha,10952.2,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1241.9,"Other beans, green",2021,2021,ha,4214,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1241.9,"Other beans, green",2021,2021,kg/ha,10772.4,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1241.9,"Other beans, green",2022,2022,ha,4188,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1241.9,"Other beans, green",2022,2022,kg/ha,10846.9,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1241.9,"Other beans, green",2023,2023,ha,4187,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1241.9,"Other beans, green",2023,2023,kg/ha,10856.7,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1241.9,"Other beans, green",2024,2024,ha,4196,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1241.9,"Other beans, green",2024,2024,kg/ha,10825.2,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2020,2020,ha,224,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2020,2020,kg/ha,2741.8,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2021,2021,ha,226,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2021,2021,kg/ha,2739.5,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2022,2022,ha,227,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2022,2022,kg/ha,2730.9,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2023,2023,ha,226,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2023,2023,kg/ha,2753.3,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2024,2024,ha,226,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1355.9,Other berries and fruits of the genus vaccinium n.e.c.,2024,2024,kg/ha,2757.4,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2020,2020,ha,12967,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1329,"Other citrus fruit, n.e.c.",2020,2020,kg/ha,6863.4,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2021,2021,ha,12460,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1329,"Other citrus fruit, n.e.c.",2021,2021,kg/ha,7136.2,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2022,2022,ha,12701,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1329,"Other citrus fruit, n.e.c.",2022,2022,kg/ha,6950.5,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2023,2023,ha,12710,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1329,"Other citrus fruit, n.e.c.",2023,2023,kg/ha,6981.5,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2024,2024,ha,12624,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1329,"Other citrus fruit, n.e.c.",2024,2024,kg/ha,7022,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2020,2020,ha,10425,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1359.9,"Other fruits, n.e.c.",2020,2020,kg/ha,12037.7,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2021,2021,ha,10428,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1359.9,"Other fruits, n.e.c.",2021,2021,kg/ha,12123.8,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2022,2022,ha,10417,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1359.9,"Other fruits, n.e.c.",2022,2022,kg/ha,12165.5,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2023,2023,ha,10423,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1359.9,"Other fruits, n.e.c.",2023,2023,kg/ha,12109,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2024,2024,ha,10423,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1359.9,"Other fruits, n.e.c.",2024,2024,kg/ha,12132.8,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2020,2020,ha,4337,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2020,2020,kg/ha,5747.8,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2021,2021,ha,4308,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2021,2021,kg/ha,5631.1,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2022,2022,ha,4303,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2022,2022,kg/ha,5658.8,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2023,2023,ha,4316,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2023,2023,kg/ha,5679.4,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2024,2024,ha,4309,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2024,2024,kg/ha,5656.4,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1449.9,"Other oil seeds, n.e.c.",2020,2020,ha,96088,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1449.9,"Other oil seeds, n.e.c.",2020,2020,kg/ha,407.3,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1449.9,"Other oil seeds, n.e.c.",2021,2021,ha,96771,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1449.9,"Other oil seeds, n.e.c.",2021,2021,kg/ha,408.3,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1449.9,"Other oil seeds, n.e.c.",2022,2022,ha,96562,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1449.9,"Other oil seeds, n.e.c.",2022,2022,kg/ha,409.3,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1449.9,"Other oil seeds, n.e.c.",2023,2023,ha,97029,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1449.9,"Other oil seeds, n.e.c.",2023,2023,kg/ha,408.9,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1449.9,"Other oil seeds, n.e.c.",2024,2024,ha,97482,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1449.9,"Other oil seeds, n.e.c.",2024,2024,kg/ha,408.5,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1709.9,Other pulses n.e.c.,2020,2020,ha,201856,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1709.9,Other pulses n.e.c.,2020,2020,kg/ha,584.6,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1709.9,Other pulses n.e.c.,2021,2021,ha,201205,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1709.9,Other pulses n.e.c.,2021,2021,kg/ha,591,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1709.9,Other pulses n.e.c.,2022,2022,ha,201134,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1709.9,Other pulses n.e.c.,2022,2022,kg/ha,582.2,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1709.9,Other pulses n.e.c.,2023,2023,ha,201398,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1709.9,Other pulses n.e.c.,2023,2023,kg/ha,585.9,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1709.9,Other pulses n.e.c.,2024,2024,ha,201246,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1709.9,Other pulses n.e.c.,2024,2024,kg/ha,586.4,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1699,"Other stimulant, spice and aromatic crops, n.e.c.",2020,2020,ha,866,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1699,"Other stimulant, spice and aromatic crops, n.e.c.",2020,2020,kg/ha,1418.6,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1699,"Other stimulant, spice and aromatic crops, n.e.c.",2021,2021,ha,882,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1699,"Other stimulant, spice and aromatic crops, n.e.c.",2021,2021,kg/ha,1385.6,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1699,"Other stimulant, spice and aromatic crops, n.e.c.",2022,2022,ha,883,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1699,"Other stimulant, spice and aromatic crops, n.e.c.",2022,2022,kg/ha,1379.4,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1699,"Other stimulant, spice and aromatic crops, n.e.c.",2023,2023,ha,877,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1699,"Other stimulant, spice and aromatic crops, n.e.c.",2023,2023,kg/ha,1394.4,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1699,"Other stimulant, spice and aromatic crops, n.e.c.",2024,2024,ha,881,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1699,"Other stimulant, spice and aromatic crops, n.e.c.",2024,2024,kg/ha,1386.4,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1319,"Other tropical fruits, n.e.c.",2020,2020,ha,4028,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1319,"Other tropical fruits, n.e.c.",2020,2020,kg/ha,10286.2,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1319,"Other tropical fruits, n.e.c.",2021,2021,ha,4161,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1319,"Other tropical fruits, n.e.c.",2021,2021,kg/ha,9868.4,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1319,"Other tropical fruits, n.e.c.",2022,2022,ha,4174,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1319,"Other tropical fruits, n.e.c.",2022,2022,kg/ha,10086.5,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1319,"Other tropical fruits, n.e.c.",2023,2023,ha,4121,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1319,"Other tropical fruits, n.e.c.",2023,2023,kg/ha,10078.2,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1319,"Other tropical fruits, n.e.c.",2024,2024,ha,4152,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1319,"Other tropical fruits, n.e.c.",2024,2024,kg/ha,10010.9,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2020,2020,ha,82425,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1290.9,"Other vegetables, fresh n.e.c.",2020,2020,kg/ha,8208.5,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2021,2021,ha,83856,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1290.9,"Other vegetables, fresh n.e.c.",2021,2021,kg/ha,8028.3,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2022,2022,ha,83053,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1290.9,"Other vegetables, fresh n.e.c.",2022,2022,kg/ha,8189,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2023,2023,ha,83111,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1290.9,"Other vegetables, fresh n.e.c.",2023,2023,kg/ha,8141.4,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2024,2024,ha,83340,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1290.9,"Other vegetables, fresh n.e.c.",2024,2024,kg/ha,8119.3,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1317,Papayas,2020,2020,ha,7554,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1317,Papayas,2020,2020,kg/ha,14604.7,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1317,Papayas,2021,2021,ha,5433,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1317,Papayas,2021,2021,kg/ha,14991.2,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1317,Papayas,2022,2022,ha,6052,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1317,Papayas,2022,2022,kg/ha,12629.1,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1317,Papayas,2023,2023,ha,7371,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1317,Papayas,2023,2023,kg/ha,12245.8,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1317,Papayas,2024,2024,ha,7722,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1317,Papayas,2024,2024,kg/ha,13019.6,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1345,Peaches and nectarines,2020,2020,ha,18,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1345,Peaches and nectarines,2020,2020,kg/ha,7905.6,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1345,Peaches and nectarines,2021,2021,ha,8,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1345,Peaches and nectarines,2021,2021,kg/ha,3842.5,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1345,Peaches and nectarines,2022,2022,ha,36,I,Value imputed by a receiving agency,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1345,Peaches and nectarines,2022,2022,kg/ha,7314.3,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1345,Peaches and nectarines,2023,2023,ha,8,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1345,Peaches and nectarines,2023,2023,kg/ha,4625,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1345,Peaches and nectarines,2024,2024,ha,100,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1345,Peaches and nectarines,2024,2024,kg/ha,16550,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1342.01,Pears,2020,2020,ha,149,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1342.01,Pears,2020,2020,kg/ha,6455.6,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1342.01,Pears,2021,2021,ha,172,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1342.01,Pears,2021,2021,kg/ha,6598.1,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1342.01,Pears,2022,2022,ha,155,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1342.01,Pears,2022,2022,kg/ha,9336.2,E,Estimated value,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1342.01,Pears,2023,2023,ha,170,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1342.01,Pears,2023,2023,kg/ha,12158.8,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1342.01,Pears,2024,2024,ha,166,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1342.01,Pears,2024,2024,kg/ha,10391.6,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5312,Area harvested,1242,"Peas, green",2020,2020,ha,9157,A,Official figure,
QCL,Crops and livestock products,404,Kenya,5412,Yield,1242,"Peas, green",2020,2020,kg/ha,8184.6,A,Official figure,
